Clock Time,Time (s),Temperature (C),Step,Pressure (bar),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,Baseline Corrected 29
2024-8-23 12:30:53,45.202,31.2,1.0,1.27e-11,,1.4377644578313253e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,2.3688796539541625e-10,,,,,,,,,,,,,,,,,,,,,,3.922401552743975e-10
2024-8-23 12:30:53,45.602,31.2,1.0,1.27e-11,,1.364797590361446e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.477590361445784e-07,2.557200606939035e-10,,,,,,,,,,,,,,,,,,,,,,4.1107225057288477e-10
2024-8-23 12:30:54,46.001,31.2,1.0,1.27e-11,,1.3852831325301206e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.443506024096386e-07,2.3931402300933057e-10,,,,,,,,,,,,,,,,,,,,,,3.9466621288831185e-10
2024-8-23 12:30:54,46.401,31.2,1.0,1.27e-11,,1.3271903614457831e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.275222891566265e-07,2.264573330917656e-10,,,,,,,,,,,,,,,,,,,,,,3.818095229707469e-10
2024-8-23 12:30:55,46.8,31.2,1.0,1.24e-11,,1.342103012048193e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3420481927710845e-07,2.232771310807139e-10,,,,,,,,,,,,,,,,,,,,,,3.786293209596952e-10
2024-8-23 12:30:55,47.201,31.2,1.0,1.27e-11,,1.362259638554217e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3085240963855425e-07,2.328562369779872e-10,,,,,,,,,,,,,,,,,,,,,,3.882084268569685e-10
2024-8-23 12:30:55,47.601,31.2,1.0,1.27e-11,,1.3546734939759035e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,2.3850439351390524e-10,,,,,,,,,,,,,,,,,,,,,,3.938565833928865e-10
2024-8-23 12:30:56,48.0,31.2,1.0,1.27e-11,,1.34460421686747e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,2.6154882688649336e-10,,,,,,,,,,,,,,,,,,,,,,4.1690101676547464e-10
2024-8-23 12:30:56,48.4,31.3,1.0,1.24e-11,,1.314870481927711e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.275222891566265e-07,2.2011731135066584e-10,,,,,,,,,,,,,,,,,,,,,,3.746982373940205e-10
2024-8-23 12:30:57,48.8,31.2,1.0,1.24e-11,,1.3222560240963855e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.275222891566265e-07,2.0452260168493523e-10,,,,,,,,,,,,,,,,,,,,,,3.5987479156391653e-10
2024-8-23 12:30:57,49.2,31.1,1.0,1.27e-11,,1.4139198795180724e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.209018072289157e-07,2.4256839387625695e-10,,,,,,,,,,,,,,,,,,,,,,3.986918475908647e-10
2024-8-23 12:30:57,49.601,31.2,1.0,1.24e-11,,1.3321427710843371e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,2.3850439351390524e-10,,,,,,,,,,,,,,,,,,,,,,3.938565833928865e-10
2024-8-23 12:30:58,50.003,31.2,1.0,1.27e-11,,1.3852831325301206e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,2.1383673792916025e-10,,,,,,,,,,,,,,,,,,,,,,3.691889278081415e-10
2024-8-23 12:30:58,50.399,31.3,1.0,1.24e-11,,1.3930331325301206e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,1.983892336262343e-10,,,,,,,,,,,,,,,,,,,,,,3.5297015966958897e-10
2024-8-23 12:30:59,50.798,31.2,1.0,1.27e-11,,1.362259638554217e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3085240963855425e-07,2.328562369779872e-10,,,,,,,,,,,,,,,,,,,,,,3.882084268569685e-10
2024-8-23 12:30:59,51.198,31.2,1.0,1.24e-11,,1.4377644578313253e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3085240963855425e-07,2.0761448047830423e-10,,,,,,,,,,,,,,,,,,,,,,3.629666703572855e-10
2024-8-23 12:30:59,51.598,31.2,1.0,1.24e-11,,1.3247210843373495e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.046228915662651e-07,2.161829649424767e-10,,,,,,,,,,,,,,,,,,,,,,3.71535154821458e-10
2024-8-23 12:31:0,51.997,31.1,1.0,1.27e-11,,1.395644578313253e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.650584337349398e-07,2.068416523235801e-10,,,,,,,,,,,,,,,,,,,,,,3.6296510603818787e-10
2024-8-23 12:31:0,52.397,31.1,1.0,1.24e-11,,1.364797590361446e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.443506024096386e-07,2.4256839387625695e-10,,,,,,,,,,,,,,,,,,,,,,3.986918475908647e-10
2024-8-23 12:31:1,52.797,31.2,1.0,1.24e-11,,1.408675903614458e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.2420120481927714e-07,2.0761448047830423e-10,,,,,,,,,,,,,,,,,,,,,,3.629666703572855e-10
2024-8-23 12:31:1,53.197,31.3,1.0,1.27e-11,,1.3546734939759035e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1.9901807228915665e-07,1.9231474771265517e-10,,,,,,,,,,,,,,,,,,,,,,3.468956737560099e-10
2024-8-23 12:31:1,53.597,31.2,1.0,1.24e-11,,1.3852831325301206e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.443506024096386e-07,2.4911506929975545e-10,,,,,,,,,,,,,,,,,,,,,,4.044672591787367e-10
2024-8-23 12:31:2,53.997,31.2,1.0,1.27e-11,,1.3051114457831327e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.650584337349398e-07,2.6573568710933963e-10,,,,,,,,,,,,,,,,,,,,,,4.210878769883209e-10
2024-8-23 12:31:2,54.396,31.3,1.0,1.27e-11,,1.3852831325301206e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.300186746987952e-07,2.3205396775070206e-10,,,,,,,,,,,,,,,,,,,,,,3.866348937940567e-10
2024-8-23 12:31:3,54.796,31.3,1.0,1.27e-11,,1.2954072289156628e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3085240963855425e-07,2.296528218135701e-10,,,,,,,,,,,,,,,,,,,,,,3.842337478569248e-10
2024-8-23 12:31:3,55.196,31.4,1.0,1.27e-11,,1.34460421686747e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.7562048192771085e-07,2.2011731135066584e-10,,,,,,,,,,,,,,,,,,,,,,3.73926973558394e-10
2024-8-23 12:31:3,55.596,31.3,1.0,1.24e-11,,1.362259638554217e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.2337469879518078e-07,2.264573330917656e-10,,,,,,,,,,,,,,,,,,,,,,3.810382591351203e-10
2024-8-23 12:31:4,55.995,31.2,1.0,1.27e-11,,1.3051114457831327e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.409506024096386e-07,2.2011731135066584e-10,,,,,,,,,,,,,,,,,,,,,,3.754695012296471e-10
2024-8-23 12:31:4,56.395,31.2,1.0,1.27e-11,,1.3271903614457831e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.546301204819277e-07,2.4911506929975545e-10,,,,,,,,,,,,,,,,,,,,,,4.044672591787367e-10
2024-8-23 12:31:5,56.795,31.3,1.0,1.27e-11,,1.314870481927711e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.0785e-07,1.983892336262343e-10,,,,,,,,,,,,,,,,,,,,,,3.5297015966958897e-10
2024-8-23 12:31:5,57.194,31.3,1.0,1.27e-11,,1.364797590361446e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.2503493975903614e-07,2.1696655041217504e-10,,,,,,,,,,,,,,,,,,,,,,3.715474764555297e-10
2024-8-23 12:31:5,57.594,31.2,1.0,1.27e-11,,1.2667680722891566e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.0141807228915665e-07,2.4911506929975545e-10,,,,,,,,,,,,,,,,,,,,,,4.044672591787367e-10
2024-8-23 12:31:6,57.994,31.3,1.0,1.27e-11,,1.3546734939759035e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.209018072289157e-07,1.9534774436090225e-10,,,,,,,,,,,,,,,,,,,,,,3.4992867040425694e-10
2024-8-23 12:31:6,58.394,31.3,1.0,1.27e-11,,1.3051114457831327e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,2.3205396775070206e-10,,,,,,,,,,,,,,,,,,,,,,3.866348937940567e-10
2024-8-23 12:31:6,58.794,31.2,1.0,1.24e-11,,1.395644578313253e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.046228915662651e-07,2.3931402300933057e-10,,,,,,,,,,,,,,,,,,,,,,3.9466621288831185e-10
2024-8-23 12:31:7,59.194,31.3,1.0,1.27e-11,,1.408675903614458e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.546301204819277e-07,2.264573330917656e-10,,,,,,,,,,,,,,,,,,,,,,3.810382591351203e-10
2024-8-23 12:31:7,59.593,31.3,1.0,1.27e-11,,1.364797590361446e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.209018072289157e-07,2.2884772171392342e-10,,,,,,,,,,,,,,,,,,,,,,3.834286477572781e-10
2024-8-23 12:31:8,59.993,31.4,1.0,1.27e-11,,1.334625903614458e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.2337469879518078e-07,2.1383673792916025e-10,,,,,,,,,,,,,,,,,,,,,,3.676464001368884e-10
2024-8-23 12:31:8,60.393,31.3,1.0,1.27e-11,,1.4139198795180724e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.409506024096386e-07,2.4583125736026814e-10,,,,,,,,,,,,,,,,,,,,,,4.004121834036228e-10
2024-8-23 12:31:8,60.792,31.2,1.0,1.27e-11,,1.3546734939759035e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.409506024096386e-07,2.296528218135701e-10,,,,,,,,,,,,,,,,,,,,,,3.850050116925514e-10
2024-8-23 12:31:9,61.198,31.3,1.0,1.27e-11,,1.334625903614458e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.0141807228915665e-07,2.0145167134704236e-10,,,,,,,,,,,,,,,,,,,,,,3.56032597390397e-10
2024-8-23 12:31:9,61.598,31.4,2.0,1.24e-11,,1.2954072289156628e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3336686746987958e-07,2.232771310807139e-10,,,,,,,,,,,,,,,,,,,,,,3.77086793288442e-10
2024-8-23 12:31:10,61.994,31.4,2.0,1.27e-11,,1.314870481927711e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.1761204819277109e-07,2.114990035329287e-10,,,,,,,,,,,,,,,,,,,,,,3.6530866574065685e-10
2024-8-23 12:31:10,62.395,31.4,2.0,1.27e-11,,1.2667680722891566e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.300186746987952e-07,2.2011731135066584e-10,,,,,,,,,,,,,,,,,,,,,,3.73926973558394e-10
2024-8-23 12:31:10,62.794,31.5,2.0,1.27e-11,,1.334625903614458e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.5809277108433737e-07,2.4911506929975545e-10,,,,,,,,,,,,,,,,,,,,,,4.0215346767185705e-10
2024-8-23 12:31:11,63.191,31.5,2.0,1.24e-11,,1.4165493975903617e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.209018072289157e-07,2.328562369779872e-10,,,,,,,,,,,,,,,,,,,,,,3.858946353500888e-10
2024-8-23 12:31:11,63.591,31.4,2.0,1.24e-11,,1.2857939759036144e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.266921686746988e-07,2.1696655041217504e-10,,,,,,,,,,,,,,,,,,,,,,3.707762126199032e-10
2024-8-23 12:31:12,63.99,31.5,2.0,1.27e-11,,1.2503584337349398e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.409506024096386e-07,2.4256839387625695e-10,,,,,,,,,,,,,,,,,,,,,,3.9560679224835855e-10
2024-8-23 12:31:12,64.39,31.5,2.0,1.27e-11,,1.3271903614457831e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.110861445783133e-07,2.1696655041217504e-10,,,,,,,,,,,,,,,,,,,,,,3.700049487842766e-10
2024-8-23 12:31:12,64.79,31.6,2.0,1.27e-11,,1.3750132530120485e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.650584337349398e-07,2.328562369779872e-10,,,,,,,,,,,,,,,,,,,,,,3.8512337151446227e-10
2024-8-23 12:31:13,65.189,31.5,2.0,1.27e-11,,1.334625903614458e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.102753012048193e-07,2.22485619168403e-10,,,,,,,,,,,,,,,,,,,,,,3.755240175405046e-10
2024-8-23 12:31:13,65.59,31.5,2.0,1.27e-11,,1.2857939759036144e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,2.0761448047830423e-10,,,,,,,,,,,,,,,,,,,,,,3.6065287885040584e-10
2024-8-23 12:31:14,65.99,31.5,2.0,1.24e-11,,1.3222560240963855e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.266921686746988e-07,2.1305654950629588e-10,,,,,,,,,,,,,,,,,,,,,,3.660949478783975e-10
2024-8-23 12:31:14,66.389,31.6,2.0,1.27e-11,,1.255036144578313e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.1434457831325307e-07,2.1696655041217504e-10,,,,,,,,,,,,,,,,,,,,,,3.6923368494865013e-10
2024-8-23 12:31:15,66.839,31.6,2.0,1.27e-11,,1.314870481927711e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,2.2011731135066584e-10,,,,,,,,,,,,,,,,,,,,,,3.7238444588714093e-10
2024-8-23 12:31:15,67.239,31.6,2.0,1.27e-11,,1.3852831325301206e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.443506024096386e-07,1.9534774436090225e-10,,,,,,,,,,,,,,,,,,,,,,3.476148788973773e-10
2024-8-23 12:31:15,67.638,31.7,2.0,1.27e-11,,1.3051114457831327e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.477590361445784e-07,2.4911506929975545e-10,,,,,,,,,,,,,,,,,,,,,,4.0061094000060397e-10
2024-8-23 12:31:16,68.038,31.6,2.0,1.27e-11,,1.3051114457831327e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,1.983892336262343e-10,,,,,,,,,,,,,,,,,,,,,,3.5065636816270935e-10
2024-8-23 12:31:16,68.438,31.7,2.0,1.27e-11,,1.4271301204819275e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.546301204819277e-07,2.2011731135066584e-10,,,,,,,,,,,,,,,,,,,,,,3.7161318205151434e-10
2024-8-23 12:31:17,68.89,31.8,2.0,1.24e-11,,1.3750132530120485e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.537686746987952e-07,2.296528218135701e-10,,,,,,,,,,,,,,,,,,,,,,3.8037742867879203e-10
2024-8-23 12:31:17,69.287,32.4,2.0,1.27e-11,,1.3051114457831327e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,2.3688796539541625e-10,,,,,,,,,,,,,,,,,,,,,,3.829849892468789e-10
2024-8-23 12:31:17,69.687,32.4,2.0,1.27e-11,,1.34460421686747e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.209018072289157e-07,2.161829649424767e-10,,,,,,,,,,,,,,,,,,,,,,3.622799887939393e-10
2024-8-23 12:31:18,70.087,32.4,2.0,1.24e-11,,1.2857939759036144e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.443506024096386e-07,2.264573330917656e-10,,,,,,,,,,,,,,,,,,,,,,3.7255435694322824e-10
2024-8-23 12:31:18,70.487,32.9,2.0,1.27e-11,,1.3271903614457831e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.209018072289157e-07,2.1383673792916025e-10,,,,,,,,,,,,,,,,,,,,,,3.5607744260249017e-10
2024-8-23 12:31:19,70.886,33.0,2.0,1.24e-11,,1.3750132530120485e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3085240963855425e-07,2.264573330917656e-10,,,,,,,,,,,,,,,,,,,,,,3.6792677392946895e-10
2024-8-23 12:31:19,71.286,34.0,2.0,1.24e-11,,1.3852831325301206e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.5809277108433737e-07,2.4911506929975545e-10,,,,,,,,,,,,,,,,,,,,,,3.828718717811933e-10
2024-8-23 12:31:19,71.686,34.1,2.0,1.27e-11,,1.2954072289156628e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3672469879518078e-07,2.232771310807139e-10,,,,,,,,,,,,,,,,,,,,,,3.5626266972652517e-10
2024-8-23 12:31:20,72.086,34.1,2.0,1.24e-11,,1.2857939759036144e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.110861445783133e-07,2.1696655041217504e-10,,,,,,,,,,,,,,,,,,,,,,3.4995208905798637e-10
2024-8-23 12:31:20,72.485,35.2,2.0,1.27e-11,,1.314870481927711e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.110861445783133e-07,2.1071541806323039e-10,,,,,,,,,,,,,,,,,,,,,,3.3521705451714967e-10
2024-8-23 12:31:21,72.885,35.3,2.0,1.27e-11,,1.314870481927711e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.275222891566265e-07,1.9534774436090225e-10,,,,,,,,,,,,,,,,,,,,,,3.19078116979195e-10
2024-8-23 12:31:21,73.284,36.2,2.0,1.27e-11,,1.3051114457831327e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.615644578313253e-07,2.4256839387625695e-10,,,,,,,,,,,,,,,,,,,,,,3.593573919739107e-10
2024-8-23 12:31:21,73.685,36.2,2.0,1.27e-11,,1.395644578313253e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.537686746987952e-07,2.548923136153637e-10,,,,,,,,,,,,,,,,,,,,,,3.716813117130175e-10
2024-8-23 12:31:22,74.085,37.3,2.0,1.27e-11,,1.342103012048193e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.1761204819277109e-07,2.2011731135066584e-10,,,,,,,,,,,,,,,,,,,,,,3.284224072564276e-10
2024-8-23 12:31:22,74.484,37.3,2.0,1.27e-11,,1.342103012048193e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.0785e-07,2.1305654950629588e-10,,,,,,,,,,,,,,,,,,,,,,3.2136164541205765e-10
2024-8-23 12:31:23,74.884,37.3,2.0,1.27e-11,,1.314870481927711e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.477590361445784e-07,2.232771310807139e-10,,,,,,,,,,,,,,,,,,,,,,3.315822269864757e-10
2024-8-23 12:31:23,75.284,38.2,2.0,1.24e-11,,1.3271903614457831e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.209018072289157e-07,1.9156003714104538e-10,,,,,,,,,,,,,,,,,,,,,,2.929237585261681e-10
2024-8-23 12:31:23,75.684,38.3,2.0,1.24e-11,,1.3546734939759035e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.1761204819277109e-07,2.1696655041217504e-10,,,,,,,,,,,,,,,,,,,,,,3.175590079616713e-10
2024-8-23 12:31:24,76.083,39.7,2.0,1.27e-11,,1.34460421686747e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.275222891566265e-07,2.22485619168403e-10,,,,,,,,,,,,,,,,,,,,,,3.1228038301912747e-10
2024-8-23 12:31:24,76.483,39.8,2.0,1.24e-11,,1.3051114457831327e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.537686746987952e-07,2.3850439351390524e-10,,,,,,,,,,,,,,,,,,,,,,3.2752789352900325e-10
2024-8-23 12:31:25,76.883,39.8,2.0,1.24e-11,,1.334625903614458e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.275222891566265e-07,2.1696655041217504e-10,,,,,,,,,,,,,,,,,,,,,,3.05990050427273e-10
2024-8-23 12:31:25,77.283,41.8,2.0,1.27e-11,,1.3051114457831327e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.434939759036145e-07,2.1696655041217504e-10,,,,,,,,,,,,,,,,,,,,,,2.90564773714742e-10
2024-8-23 12:31:25,77.682,41.8,2.0,1.24e-11,,1.364797590361446e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.520487951807229e-07,2.4256839387625695e-10,,,,,,,,,,,,,,,,,,,,,,3.1616661717882395e-10
2024-8-23 12:31:26,78.082,43.8,2.0,1.27e-11,,1.3051114457831327e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,2.3850439351390524e-10,,,,,,,,,,,,,,,,,,,,,,2.966773401039413e-10
2024-8-23 12:31:26,78.482,43.9,2.0,1.27e-11,,1.3321427710843371e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.266921686746988e-07,2.232771310807139e-10,,,,,,,,,,,,,,,,,,,,,,2.806788138351233e-10
2024-8-23 12:31:27,78.882,46.2,2.0,1.27e-11,,1.2762530120481928e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.1434457831325307e-07,2.328562369779872e-10,,,,,,,,,,,,,,,,,,,,,,2.72518851512986e-10
2024-8-23 12:31:27,79.281,46.2,2.0,1.24e-11,,1.2667680722891566e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3672469879518078e-07,2.0452260168493523e-10,,,,,,,,,,,,,,,,,,,,,,2.44185216219934e-10
2024-8-23 12:31:27,79.681,46.4,2.0,1.27e-11,,1.314870481927711e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,2.328562369779872e-10,,,,,,,,,,,,,,,,,,,,,,2.7097632384173295e-10
2024-8-23 12:31:28,80.082,48.3,2.0,1.27e-11,,1.3852831325301206e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.537686746987952e-07,1.9534774436090225e-10,,,,,,,,,,,,,,,,,,,,,,2.1881381834774354e-10
2024-8-23 12:31:28,80.484,48.6,2.0,1.27e-11,,1.3026831325301205e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.046228915662651e-07,2.2011731135066584e-10,,,,,,,,,,,,,,,,,,,,,,2.412695938306275e-10
2024-8-23 12:31:29,80.881,50.0,2.0,1.27e-11,,1.3546734939759035e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.477590361445784e-07,2.1383673792916025e-10,,,,,,,,,,,,,,,,,,,,,,2.241913267103502e-10
2024-8-23 12:31:29,81.285,50.1,2.0,1.24e-11,,1.2762530120481928e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.434939759036145e-07,2.417485732403297e-10,,,,,,,,,,,,,,,,,,,,,,2.5133189818589307e-10
2024-8-23 12:31:29,81.685,50.1,2.0,1.27e-11,,1.3051114457831327e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.503259036144578e-07,2.3688796539541625e-10,,,,,,,,,,,,,,,,,,,,,,2.464712903409796e-10
2024-8-23 12:31:30,82.08,51.4,2.0,1.27e-11,,1.334625903614458e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.209018072289157e-07,1.8930269951988407e-10,,,,,,,,,,,,,,,,,,,,,,1.888595946023023e-10
2024-8-23 12:31:30,82.479,51.4,2.0,1.27e-11,,1.2857939759036144e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.110861445783133e-07,2.1383673792916025e-10,,,,,,,,,,,,,,,,,,,,,,2.1339363301157848e-10
2024-8-23 12:31:31,82.879,52.7,2.0,1.27e-11,,1.2503584337349398e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.0785e-07,2.328562369779872e-10,,,,,,,,,,,,,,,,,,,,,,2.2238670219726026e-10
2024-8-23 12:31:31,83.279,53.0,2.0,1.24e-11,,1.229593373493976e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3085240963855425e-07,2.296528218135701e-10,,,,,,,,,,,,,,,,,,,,,,2.1686949552596354e-10
2024-8-23 12:31:31,83.679,54.8,2.0,1.27e-11,,1.364797590361446e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.2503493975903614e-07,2.0452260168493523e-10,,,,,,,,,,,,,,,,,,,,,,1.778565263560508e-10
2024-8-23 12:31:32,84.13,54.9,2.0,1.27e-11,,1.34460421686747e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.2337469879518078e-07,2.4583125736026814e-10,,,,,,,,,,,,,,,,,,,,,,2.1839391819575716e-10
2024-8-23 12:31:32,84.533,54.9,2.0,1.27e-11,,1.3271903614457831e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3420481927710845e-07,2.099386266872e-10,,,,,,,,,,,,,,,,,,,,,,1.82501287522689e-10
2024-8-23 12:31:33,84.928,57.3,2.0,1.27e-11,,1.2762530120481928e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.520487951807229e-07,2.557200606939035e-10,,,,,,,,,,,,,,,,,,,,,,2.0977238947435535e-10
2024-8-23 12:31:33,85.328,57.4,2.0,1.27e-11,,1.2762530120481928e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.2503493975903614e-07,2.0145167134704236e-10,,,,,,,,,,,,,,,,,,,,,,1.5473273629186762e-10
2024-8-23 12:31:33,85.777,59.9,2.0,1.27e-11,,1.4165493975903617e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.503259036144578e-07,2.2011731135066584e-10,,,,,,,,,,,,,,,,,,,,,,1.541167804048274e-10
2024-8-23 12:31:34,86.177,60.3,2.0,1.27e-11,,1.362259638554217e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.0061927710843375e-07,2.296528218135701e-10,,,,,,,,,,,,,,,,,,,,,,1.6056723552522545e-10
2024-8-23 12:31:34,86.581,62.8,2.0,1.27e-11,,1.3852831325301206e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.615644578313253e-07,2.3205396775070206e-10,,,,,,,,,,,,,,,,,,,,,,1.4368678557169365e-10
2024-8-23 12:31:35,86.977,62.8,2.0,1.31e-11,,1.334625903614458e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.511903614457832e-07,2.232771310807139e-10,,,,,,,,,,,,,,,,,,,,,,1.3490994890170547e-10
2024-8-23 12:31:35,87.381,62.9,2.0,1.27e-11,,1.3546734939759035e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.102753012048193e-07,2.161829649424767e-10,,,,,,,,,,,,,,,,,,,,,,1.270445189278418e-10
2024-8-23 12:31:35,87.781,64.9,2.0,1.27e-11,,1.395644578313253e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.477590361445784e-07,2.417485732403297e-10,,,,,,,,,,,,,,,,,,,,,,1.371848505131637e-10
2024-8-23 12:31:36,88.176,65.3,2.0,1.31e-11,,1.364797590361446e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3085240963855425e-07,2.0452260168493523e-10,,,,,,,,,,,,,,,,,,,,,,9.687382361526316e-11
2024-8-23 12:31:36,88.576,67.2,2.0,1.31e-11,,1.3222560240963855e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.3756686746987958e-07,2.296528218135701e-10,,,,,,,,,,,,,,,,,,,,,,1.0735003086699351e-10
2024-8-23 12:31:37,89.025,67.3,2.0,1.27e-11,,1.334625903614458e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.477590361445784e-07,2.4256839387625695e-10,,,,,,,,,,,,,,,,,,,,,,1.1949433909405387e-10
